run_id	epoch	split	loss	accuracy	best_accuracy
2024-08-27 02:05:52.485849	1	train	0.030774139285087584	59.5	59.5
2024-08-27 02:05:52.485849	1	test	0.06988810758590698	20.833333333333332	20.833333333333332
2024-08-27 02:05:52.485849	2	train	0.009918791979551315	83.5	83.5
2024-08-27 02:05:52.485849	2	test	0.02709243360757828	62.29333333333334	62.29333333333334
2024-08-27 02:05:52.485849	3	train	0.004195692479610443	93.0	93.0
2024-08-27 02:05:52.485849	3	test	0.022278496376673382	67.74666666666667	67.74666666666667
2024-08-27 02:05:52.485849	4	train	0.001974480453878641	96.9	96.9
2024-08-27 02:05:52.485849	4	test	0.0220656547387441	67.92	67.92
2024-08-27 02:05:52.485849	5	train	0.0007014974877238274	99.1	99.1
2024-08-27 02:05:52.485849	5	test	0.02154525289138158	68.6	68.6
2024-08-27 02:05:52.485849	6	train	0.00039058313053101304	99.6	99.6
2024-08-27 02:05:52.485849	6	test	0.021411331947644552	68.3	68.6
2024-08-27 02:05:52.485849	7	train	0.0003013762629125267	99.6	99.6
2024-08-27 02:05:52.485849	7	test	0.021557425872484843	68.37333333333333	68.6
2024-08-27 02:05:52.485849	8	train	0.0003642269000411034	99.8	99.8
2024-08-27 02:05:52.485849	8	test	0.02173841121594111	68.08	68.6
2024-08-27 02:05:52.485849	9	train	0.0001385435771662742	100.0	100.0
2024-08-27 02:05:52.485849	9	test	0.02175746061007182	67.96666666666667	68.6
2024-08-27 02:05:52.485849	10	train	0.00012919088336639105	100.0	100.0
2024-08-27 02:05:52.485849	10	test	0.02177409036954244	68.11333333333333	68.6
